date,location_id,lat,lon,depth,habitat,species,count,biomass_kg,water_temp,salinity,dissolved_oxygen,pH,chlorophyll,river_discharge,rainfall,air_temp,tide_height,current_speed,fishing_effort,sampling_gear,observation_method,season,moon_phase
01-01-2020,LOC01,12.34,56.78,30,reef,Tuna,56,322,28.44056472,34.02448241,6.605589502,8.10639202,2.405127222,143.1332586,60.73478036,30.87939797,1.782889612,0.676506616,11,longline,acoustic,winter,first_quarter
01-01-2020,LOC01,12.34,56.78,30,reef,Sardine,188,285.9,28.3784503,34.97503704,6.829052931,8.065953523,2.866762402,141.7559754,62.85836089,29.64786645,1.772684672,0.691477284,13,net,catch,winter,full
01-01-2020,LOC01,12.34,56.78,30,reef,Snapper,46,258.3,28.62897229,34.94302627,6.697994108,8.058775939,2.695177836,150.7338119,67.71577134,29.33449029,1.759984607,0.679039371,18,net,visual,winter,full
01-01-2020,LOC02,13.45,57.89,50,seagrass,Tuna,41,207.8,27.7891194,35.31564411,6.57459424,8.084016439,2.358888204,136.9124917,63.62428874,31.49494131,1.711618745,0.721618998,17,trawl,visual,winter,last_quarter
01-01-2020,LOC02,13.45,57.89,50,seagrass,Sardine,206,485.3,28.29334724,34.82563746,6.773555045,8.142898794,2.442608703,130.544407,59.33356393,29.08054771,1.771209927,0.680326368,11,trawl,visual,winter,full
01-01-2020,LOC02,13.45,57.89,50,seagrass,Snapper,56,262.7,27.95677524,34.66903703,6.793414634,8.080913105,2.141248106,148.170995,62.6529883,30.01249412,1.770520082,0.69553164,12,trawl,visual,winter,first_quarter
01-02-2020,LOC01,12.34,56.78,30,reef,Tuna,46,152.4,27.88301455,34.33865019,6.300550634,8.119988711,2.594381687,121.2183745,82.4769036,31.83988845,1.950256773,0.553319116,16,net,visual,winter,new
01-02-2020,LOC01,12.34,56.78,30,reef,Sardine,222,252.3,29.76455066,35.1188678,6.381170009,8.027697107,2.887664256,119.7050729,77.14414317,32.21800457,1.96734313,0.588032219,14,net,catch,winter,first_quarter
01-02-2020,LOC01,12.34,56.78,30,reef,Snapper,46,297.3,28.14136396,34.68012423,6.314684812,8.08050951,2.45301956,131.3515095,74.86964863,30.72534613,1.905435717,0.615675692,5,net,visual,winter,first_quarter
01-02-2020,LOC02,13.45,57.89,50,seagrass,Tuna,50,200.5,27.19808074,35.13385573,6.337411781,8.079232137,2.682396364,123.5920911,81.31066327,32.35320099,1.928992515,0.548217312,9,net,acoustic,winter,full
01-02-2020,LOC02,13.45,57.89,50,seagrass,Sardine,191,550.8,29.46040154,35.49136976,6.40014088,8.040752812,2.576490375,117.7477394,86.62311078,31.37476574,1.952429091,0.554853641,8,longline,acoustic,winter,first_quarter
01-02-2020,LOC02,13.45,57.89,50,seagrass,Snapper,50,217.3,29.77619922,34.77250826,6.254878847,8.036103121,2.917801779,140.7909126,76.78072018,32.0775141,1.939980516,0.665300087,5,longline,acoustic,winter,full
01-03-2020,LOC01,12.34,56.78,30,reef,Tuna,47,307.2,30.18323444,34.38776548,5.72636816,8.182546397,3.517099716,98.20480787,78.08406339,34.46144429,1.996939252,0.455263649,19,longline,visual,spring,last_quarter
01-03-2020,LOC01,12.34,56.78,30,reef,Sardine,200,433.8,31.40748186,35.04529245,6.128787759,7.997491395,2.985384479,91.5676973,73.9059347,32.12184763,1.99972093,0.545795127,6,longline,catch,spring,new
01-03-2020,LOC01,12.34,56.78,30,reef,Snapper,48,288.1,30.53811544,35.66869905,5.969098864,8.065202869,2.932842355,102.4249679,80.88286679,31.91561193,1.999979529,0.511411417,5,longline,visual,spring,full
01-03-2020,LOC02,13.45,57.89,50,seagrass,Tuna,63,222.8,29.40929299,35.1578025,6.241170724,8.063545808,2.803756068,78.5271097,79.1866704,31.93758559,1.999299398,0.456156961,6,trawl,catch,spring,last_quarter
01-03-2020,LOC02,13.45,57.89,50,seagrass,Sardine,198,268.5,28.90321442,35.91845676,6.581013434,8.041421669,2.889525313,103.4155555,88.64348822,32.01314292,1.999849604,0.538866879,13,net,visual,spring,first_quarter
01-03-2020,LOC02,13.45,57.89,50,seagrass,Snapper,42,200,29.73361251,35.11608494,5.888934556,8.123576926,3.303814745,101.5542933,81.75878204,33.05315535,2,0.463922098,13,net,acoustic,spring,new
01-04-2020,LOC01,12.34,56.78,30,reef,Tuna,44,289.2,29.71597357,34.6184714,5.277517706,8.159557148,2.944850171,79.80143403,67.25783218,33.1235909,1.921209099,0.344478466,9,longline,acoustic,spring,last_quarter
01-04-2020,LOC01,12.34,56.78,30,reef,Sardine,206,401.3,29.07814964,35.07628126,5.794298395,7.971667078,2.794970324,76.76512421,77.46073206,31.82423784,1.970040829,0.416399774,14,net,acoustic,spring,first_quarter
01-04-2020,LOC01,12.34,56.78,30,reef,Snapper,47,232.1,28.27722851,34.83277191,5.760008919,8.129132762,3.385718885,86.77411889,78.17619551,33.94008695,1.921624224,0.441399409,13,trawl,catch,spring,full
01-04-2020,LOC02,13.45,57.89,50,seagrass,Tuna,45,172,30.11247736,34.90467447,5.734249419,8.137543449,3.412219251,82.30774691,68.12056084,32.12919925,1.959275319,0.374086008,11,trawl,acoustic,spring,last_quarter
01-04-2020,LOC02,13.45,57.89,50,seagrass,Sardine,189,314.6,29.64213649,35.57765602,5.621752294,7.985435525,2.957335422,75.72033573,78.05021354,33.8123621,1.975044551,0.370444829,17,net,catch,spring,new
01-04-2020,LOC02,13.45,57.89,50,seagrass,Snapper,38,222.2,28.75918336,35.40688184,5.713694311,8.111643901,2.936345672,77.70343239,71.66403579,32.04862374,1.936775252,0.419169693,6,longline,acoustic,spring,first_quarter
01-05-2020,LOC01,12.34,56.78,30,reef,Tuna,47,200.1,26.67774998,35.1011531,5.302851634,8.100571303,2.898688177,65.26666964,69.20910033,30.5541165,1.643375394,0.316536835,6,net,acoustic,spring,full
01-05-2020,LOC01,12.34,56.78,30,reef,Sardine,208,552.2,25.89774046,34.37417639,4.813719009,8.060293185,2.631890982,61.94060824,66.3813709,28.58723412,1.842501974,0.329512599,15,net,catch,spring,last_quarter
01-05-2020,LOC01,12.34,56.78,30,reef,Snapper,53,305.3,27.72921137,35.26503235,4.993039944,8.091019429,2.559032829,64.90401456,63.03129414,30.52116726,1.761421469,0.320917811,7,net,catch,spring,full
01-05-2020,LOC02,13.45,57.89,50,seagrass,Tuna,57,152,26.82173556,35.37471695,5.076997783,8.109889504,2.826765249,69.97559113,64.65431033,31.35358589,1.746000246,0.284925008,11,net,catch,spring,full
01-05-2020,LOC02,13.45,57.89,50,seagrass,Sardine,186,446.7,29.22076983,34.30890924,5.21254009,8.047972803,2.642409127,55.3878633,55.84547087,30.92829699,1.775723928,0.300099907,10,longline,acoustic,spring,first_quarter
01-05-2020,LOC02,13.45,57.89,50,seagrass,Snapper,56,298.4,27.86192185,35.66033083,5.065417366,8.026157109,2.820166725,53.38384809,70.57296222,30.38337711,1.755656763,0.344233714,18,trawl,visual,spring,new
01-06-2020,LOC01,12.34,56.78,30,reef,Tuna,41,249.1,24.15433897,35.16653519,4.99482743,8.115695411,1.749989358,34.10432507,39.63508282,25.88261589,1.522925724,0.285340421,12,trawl,visual,summer,new
01-06-2020,LOC01,12.34,56.78,30,reef,Sardine,203,364.7,24.71563616,35.09266282,5.123834223,8.083037076,2.31915546,38.58061774,50.03169531,29.59767373,1.488846938,0.371660725,13,longline,visual,summer,last_quarter
01-06-2020,LOC01,12.34,56.78,30,reef,Snapper,50,211,25.43030136,34.57423141,5.133117047,8.15426435,2.109959422,47.13751266,52.2698279,26.69132694,1.45329085,0.208429696,18,net,acoustic,summer,last_quarter
01-06-2020,LOC02,13.45,57.89,50,seagrass,Tuna,59,347.8,24.28051977,34.24874827,4.407094232,8.072825225,2.726124504,54.34884271,47.20213857,27.46508021,1.577731352,0.285133832,18,trawl,acoustic,summer,new
01-06-2020,LOC02,13.45,57.89,50,seagrass,Sardine,187,436.5,24.31162772,35.4489077,5.32578739,8.051492524,1.733691303,63.35784336,49.04328007,28.40382139,1.522119564,0.372752279,17,longline,visual,summer,first_quarter
01-06-2020,LOC02,13.45,57.89,50,seagrass,Snapper,49,198.9,24.55143579,35.22616698,4.686848186,8.131873545,1.838368605,61.47812661,38.02869848,26.21343422,1.583924258,0.258688527,17,trawl,acoustic,summer,full
01-07-2020,LOC01,12.34,56.78,30,reef,Tuna,54,281,21.49146396,35.35342482,5.26650779,8.119251897,1.666960033,59.66290982,45.17536651,23.91290583,1.26341287,0.28911854,6,longline,acoustic,summer,first_quarter
01-07-2020,LOC01,12.34,56.78,30,reef,Sardine,200,311.1,22.42931962,35.16714756,5.144203008,8.061723236,1.770055369,64.09285653,34.20175846,23.34708386,1.226640149,0.336193599,7,trawl,acoustic,summer,new
01-07-2020,LOC01,12.34,56.78,30,reef,Snapper,45,233.5,21.04517751,35.66809305,5.383564593,8.087374133,1.609036301,32.59951015,29.2182617,23.70622108,1.297771294,0.362514743,12,longline,catch,summer,first_quarter
01-07-2020,LOC02,13.45,57.89,50,seagrass,Tuna,51,337.2,21.27762569,35.12451806,5.498234366,8.017412043,1.115679238,52.46266375,32.39705794,24.81260129,1.239609841,0.238046816,8,trawl,visual,summer,last_quarter
01-07-2020,LOC02,13.45,57.89,50,seagrass,Sardine,176,296,23.04113161,35.38146324,5.223594469,8.015720134,1.661410332,46.35564929,36.17638056,22.57626556,1.230929063,0.286464974,16,longline,acoustic,summer,last_quarter
01-07-2020,LOC02,13.45,57.89,50,seagrass,Snapper,34,219.3,22.05934758,35.01605384,5.187757286,8.069016703,1.641340888,51.36420634,32.94180839,25.36264264,1.296329728,0.206155903,12,trawl,catch,summer,last_quarter
01-08-2020,LOC01,12.34,56.78,30,reef,Tuna,46,215.7,20.38365003,34.90503808,5.277322392,8.128978057,1.291326809,60.0559438,27.51522154,23.85653256,1.062752522,0.383133742,13,net,visual,summer,full
01-08-2020,LOC01,12.34,56.78,30,reef,Sardine,204,368.2,22.51769799,34.91291363,5.833577522,8.044812965,1.310152346,78.19400264,19.67400165,21.98124369,1.039927732,0.383810415,18,longline,catch,summer,last_quarter
01-08-2020,LOC01,12.34,56.78,30,reef,Snapper,51,250.8,18.96422077,34.19217083,5.596413367,8.073864065,0.364551294,82.84844037,25.38108666,21.08997275,1.103561881,0.441790395,7,net,acoustic,summer,last_quarter
01-08-2020,LOC02,13.45,57.89,50,seagrass,Tuna,45,242.4,20.50294505,35.40838793,5.62501704,8.16258625,0.977577721,70.64592527,21.62372203,22.5946493,1.034519701,0.377057975,9,longline,catch,summer,full
01-08-2020,LOC02,13.45,57.89,50,seagrass,Sardine,197,172.2,19.84316793,34.60879183,5.035928798,8.051818078,0.859427761,72.98895345,29.58406734,21.55878693,1.095010537,0.397152273,16,net,catch,summer,full
01-08-2020,LOC02,13.45,57.89,50,seagrass,Snapper,43,205.5,21.31735767,34.9931766,5.64033273,8.048246094,1.130349201,72.89309986,17.93978327,20.24036963,1.050874731,0.382452381,12,longline,acoustic,summer,first_quarter
01-09-2020,LOC01,12.34,56.78,30,reef,Tuna,46,161.2,19.07711356,35.73058943,6.056517397,8.138365862,0.657951724,88.80464125,22.23906858,21.05827433,1.000752597,0.49061645,5,longline,visual,autumn,new
01-09-2020,LOC01,12.34,56.78,30,reef,Sardine,186,221.4,17.75273144,35.5008727,6.237545019,8.048968849,0.442049378,100.9903482,24.65419113,22.79759452,1.00066626,0.481414165,19,longline,visual,autumn,first_quarter
01-09-2020,LOC01,12.34,56.78,30,reef,Snapper,62,437,21.7851684,35.56802434,5.81582992,8.142750966,1.191887923,104.4254562,26.24832634,21.63537114,1.001368428,0.531845314,17,net,catch,autumn,first_quarter
01-09-2020,LOC02,13.45,57.89,50,seagrass,Tuna,55,370.1,21.3592206,35.12760671,6.270125024,8.100602659,1.060839183,89.0652863,21.98495652,21.06038593,1.004236261,0.497440144,18,net,acoustic,autumn,last_quarter
01-09-2020,LOC02,13.45,57.89,50,seagrass,Sardine,203,431.3,20.04421238,34.89854301,5.783514561,8.092447406,0.776170523,87.49684461,22.55610907,21.39126466,1.007959601,0.493865768,5,trawl,visual,autumn,new
01-09-2020,LOC02,13.45,57.89,50,seagrass,Snapper,59,245.1,18.91630117,35.17230245,6.075856007,8.164366556,1.329993895,98.67771343,13.77897061,20.6808934,1.000117969,0.489895838,5,longline,acoustic,autumn,full
01-10-2020,LOC01,12.34,56.78,30,reef,Tuna,48,254.9,20.2678804,35.12205219,6.554640805,8.04302855,0.989602259,139.3777694,18.20884032,19.68719313,1.028193088,0.601455497,14,trawl,acoustic,autumn,full
01-10-2020,LOC01,12.34,56.78,30,reef,Sardine,210,461.6,22.23131118,34.43610962,6.424038698,8.062355404,0.865670782,121.7373799,31.1566643,23.64123425,1.058834713,0.695253011,19,trawl,catch,autumn,full
01-10-2020,LOC01,12.34,56.78,30,reef,Snapper,60,321.9,23.84872666,35.42564279,6.358547094,8.148449894,1.025424835,120.1024982,28.56224469,21.83493317,1.074118803,0.600699261,9,net,visual,autumn,full
01-10-2020,LOC02,13.45,57.89,50,seagrass,Tuna,47,188.8,19.22757385,34.97079438,6.516796201,8.065324692,1.383284154,111.5782483,21.98451914,21.21897344,1.06582732,0.613943214,5,trawl,visual,autumn,last_quarter
01-10-2020,LOC02,13.45,57.89,50,seagrass,Sardine,206,210.3,20.65755369,34.88951634,6.479315977,8.098600877,1.201642548,134.4764961,18.46371338,20.63187598,1.042294071,0.614445833,19,net,visual,autumn,full
